EZABPQM;Tranche_Debut;Tranche_Fin;Mnémo;Territoire;Date_Attribution
36873;368730000;368739999;BOUY;Métropole;13/03/2008
36874;368740000;368749999;BOUY;Métropole;13/03/2008
36875;368750000;368759999;BOUY;Métropole;13/03/2008
36876;368760000;368769999;COMP;Métropole;17/01/2012
36877;368770000;368779999;COMP;Métropole;17/07/2008
36878;368780000;368789999;VOXB;Métropole;27/05/2008
36879;368790000;368799999;COMP;Métropole;17/07/2008
36880;368800000;368809999;COMP;Métropole;21/11/2006
36881;368810000;368819999;COMP;Métropole;24/01/2008
36882;368820000;368829999;COMP;Métropole;24/01/2008
36883;368830000;368839999;COMP;Métropole;24/01/2008
36884;368840000;368849999;COMP;Métropole;24/01/2008
36885;368850000;368859999;COMP;Métropole;24/01/2008
36886;368860000;368869999;COMP;Métropole;24/01/2008
36887;368870000;368879999;COMP;Métropole;24/01/2008
36888;368880000;368889999;COMP;Métropole;21/11/2006
36889;368890000;368899999;ADSL;Métropole;13/09/2021
36890;368900000;368909999;COMP;Métropole;21/11/2006
36891;368910000;368919999;VOIM;Métropole;12/06/2024
36892;368920000;368929999;FRTE;Métropole;01/01/2017
36893;368930000;368939999;PHON;Métropole;01/04/2021
36894;368940000;368949999;COMP;Métropole;06/12/2007
36895;368950000;368959999;COMP;Métropole;06/12/2007
36896;368960000;368969999;COMP;Métropole;06/12/2007
36897;368970000;368979999;COMP;Métropole;06/12/2007
36898;368980000;368989999;COMP;Métropole;06/12/2007
36899;368990000;368999999;COMP;Métropole;17/04/2008
36900;369000000;369009999;FREE;Métropole;08/01/2009
36901;369010000;369019999;UPCF;Métropole;01/05/2014
36902;369020000;369029999;UPCF;Métropole;01/05/2014
36903;369030000;369039999;UPCF;Métropole;01/05/2014
36904;369040000;369049999;UPCF;Métropole;01/05/2014
36905;369050000;369059999;SFR0;Métropole;08/12/2011
369060;369060000;369060999;COMP;Métropole;28/09/2004
369061;369061000;369061999;COMP;Métropole;28/09/2004
369062;369062000;369062999;COMP;Métropole;28/09/2004
369063;369063000;369063999;COMP;Métropole;28/09/2004
369064;369064000;369064999;COMP;Métropole;28/09/2004
369065;369065000;369065999;COMP;Métropole;28/09/2004
369066;369066000;369066999;COMP;Métropole;28/09/2004
369067;369067000;369067999;COMP;Métropole;28/09/2004
369068;369068000;369068999;COMP;Métropole;28/09/2004
36907;369070000;369079999;SFR0;Métropole;08/12/2011
36908;369080000;369089999;SFR0;Métropole;08/12/2011
36909;369090000;369099999;COMP;Métropole;20/12/2011
36910;369100000;369109999;SFR0;Métropole;08/12/2011
36911;369110000;369119999;COMP;Métropole;11/10/2005
36912;369120000;369129999;SFR0;Métropole;08/12/2011
36913;369130000;369139999;SFR0;Métropole;08/12/2011
36914;369140000;369149999;SFR0;Métropole;08/12/2011
36915;369150000;369159999;SFR0;Métropole;08/12/2011
36916;369160000;369169999;SFR0;Métropole;08/12/2011
36917;369170000;369179999;SFR0;Métropole;08/12/2011
36918;369180000;369189999;SFR0;Métropole;08/12/2011
36919;369190000;369199999;UPCF;Métropole;01/05/2014
36920;369200000;369209999;COMP;Métropole;11/10/2005
36921;369210000;369219999;SFR0;Métropole;08/12/2011
36922;369220000;369229999;COMP;Métropole;11/10/2005
36923;369230000;369239999;SFR0;Métropole;08/12/2011
36924;369240000;369249999;COLT;Métropole;01/01/2018
36925;369250000;369259999;COLT;Métropole;01/01/2018
36926;369260000;369269999;UPCF;Métropole;01/05/2014
36927;369270000;369279999;SFR0;Métropole;08/12/2011
36928;369280000;369289999;SFR0;Métropole;08/12/2011
36929;369290000;369299999;UPCF;Métropole;01/05/2014
36930;369300000;369309999;UPCF;Métropole;01/05/2014
36931;369310000;369319999;SFR0;Métropole;08/12/2011
36932;369320000;369329999;SFR0;Métropole;08/12/2011
36933;369330000;369339999;COMP;Métropole;11/10/2005
36934;369340000;369349999;SFR0;Métropole;08/12/2011
36935;369350000;369359999;SFR0;Métropole;08/12/2011
36936;369360000;369369999;UPCF;Métropole;01/05/2014
36937;369370000;369379999;SFR0;Métropole;08/12/2011
36938;369380000;369389999;SFR0;Métropole;08/12/2011
36939;369390000;369399999;FREE;Métropole;08/01/2009
36940;369400000;369409999;SFR0;Métropole;08/12/2011
36941;369410000;369419999;COMP;Métropole;21/11/2006
36942;369420000;369429999;UPCF;Métropole;01/05/2014
36943;369430000;369439999;SFR0;Métropole;08/12/2011
36944;369440000;369449999;COMP;Métropole;11/10/2005
36945;369450000;369459999;SFR0;Métropole;08/12/2011
36946;369460000;369469999;UPCF;Métropole;01/05/2014
36947;369470000;369479999;SFR0;Métropole;08/12/2011
36948;369480000;369489999;SFR0;Métropole;08/12/2011
36949;369490000;369499999;SFR0;Métropole;08/12/2011
36950;369500000;369509999;COLT;Métropole;01/01/2018
36951;369510000;369519999;COLT;Métropole;01/01/2018
36952;369520000;369529999;COLT;Métropole;01/01/2018
36953;369530000;369539999;SFR0;Métropole;08/12/2011
36954;369540000;369549999;SFR0;Métropole;08/12/2011
36955;369550000;369559999;COMP;Métropole;11/10/2005
36956;369560000;369569999;SFR0;Métropole;08/12/2011
36957;369570000;369579999;SFR0;Métropole;08/12/2011
36958;369580000;369589999;SFR0;Métropole;08/12/2011
36959;369590000;369599999;SFR0;Métropole;08/12/2011
36960;369600000;369609999;FREE;Métropole;08/01/2009
36961;369610000;369619999;PHON;Métropole;15/03/2005
36962;369620000;369629999;SFR0;Métropole;08/12/2011
36963;369630000;369639999;SFR0;Métropole;08/12/2011
36964;369640000;369649999;SFR0;Métropole;08/12/2011
369650;369650000;369650999;COMP;Métropole;28/09/2004
369653;369653000;369653999;COMP;Métropole;28/09/2004
369657;369657000;369657999;COMP;Métropole;28/09/2004
369658;369658000;369658999;COMP;Métropole;28/09/2004
369660;369660000;369660999;LEGO;Métropole;25/06/2009
369661;369661000;369661999;LEGO;Métropole;25/06/2009
36967;369670000;369679999;MCI;Métropole;01/01/2018
36968;369680000;369689999;MCI;Métropole;01/01/2018
36969;369690000;369699999;MCI;Métropole;01/01/2018
36970;369700000;369709999;MCI;Métropole;01/01/2018
36971;369710000;369719999;MCI;Métropole;01/01/2018
36972;369720000;369729999;COMP;Métropole;20/12/2011
36973;369730000;369739999;SFR0;Métropole;08/12/2011
36974;369740000;369749999;SFR0;Métropole;08/12/2011
36975;369750000;369759999;SFR0;Métropole;08/12/2011
36976;369760000;369769999;SFR0;Métropole;08/12/2011
36977;369770000;369779999;COMP;Métropole;11/10/2005
36978;369780000;369789999;UPCF;Métropole;01/05/2014
36979;369790000;369799999;SFR0;Métropole;08/12/2011
36980;369800000;369809999;BOUY;Métropole;20/09/2000
36981;369810000;369819999;UPCF;Métropole;01/05/2014
36982;369820000;369829999;UPCF;Métropole;01/05/2014
36983;369830000;369839999;BOUY;Métropole;20/09/2000
36984;369840000;369849999;BOUY;Métropole;20/09/2000
36985;369850000;369859999;BOUY;Métropole;20/09/2000
36986;369860000;369869999;BOUY;Métropole;20/09/2000
36987;369870000;369879999;UPCF;Métropole;01/05/2014
36988;369880000;369889999;COMP;Métropole;11/10/2005
36989;369890000;369899999;UPCF;Métropole;01/05/2014
36990;369900000;369909999;FREE;Métropole;08/01/2009
36991;369910000;369919999;FREE;Métropole;08/01/2009
36992;369920000;369929999;FREE;Métropole;08/01/2009
36993;369930000;369939999;FREE;Métropole;08/01/2009
36994;369940000;369949999;FREE;Métropole;08/01/2009
36995;369950000;369959999;FREE;Métropole;08/01/2009
36996;369960000;369969999;SFR0;Métropole;08/12/2011
36997;369970000;369979999;FREE;Métropole;08/01/2009
36998;369980000;369989999;FREE;Métropole;08/01/2009
36999;369990000;369999999;COMP;Métropole;11/10/2005
37000;370000000;370009999;FREE;Métropole;08/01/2009
37001;370010000;370019999;COMP;Métropole;06/07/2006
37002;370020000;370029999;COMP;Métropole;06/07/2006
37003;370030000;370039999;COMP;Métropole;06/07/2006
37004;370040000;370049999;SFR0;Métropole;08/12/2011
37005;370050000;370059999;SFR0;Métropole;08/12/2011
37006;370060000;370069999;SFR0;Métropole;08/12/2011
37007;370070000;370079999;SFR0;Métropole;08/12/2011
37008;370080000;370089999;SFR0;Métropole;08/12/2011
37009;370090000;370099999;SFR0;Métropole;08/12/2011
3701;370100000;370199999;SFR0;Métropole;08/12/2011
37020;370200000;370209999;UPCF;Métropole;01/05/2014
37021;370210000;370219999;UPCF;Métropole;01/05/2014
37022;370220000;370229999;SFR0;Métropole;08/12/2011
37023;370230000;370239999;SFR0;Métropole;08/12/2011
37024;370240000;370249999;SFR0;Métropole;08/12/2011
37025;370250000;370259999;SFR0;Métropole;08/12/2011
37026;370260000;370269999;SFR0;Métropole;08/12/2011
37027;370270000;370279999;SFR0;Métropole;08/12/2011
37028;370280000;370289999;SFR0;Métropole;08/12/2011
37029;370290000;370299999;MCI;Métropole;01/01/2018
37030;370300000;370309999;MCI;Métropole;01/01/2018
37031;370310000;370319999;MCI;Métropole;01/01/2018
37033;370330000;370339999;MCI;Métropole;01/01/2018
37034;370340000;370349999;MCI;Métropole;01/01/2018
37035;370350000;370359999;MCI;Métropole;01/01/2018
37036;370360000;370369999;MCI;Métropole;01/01/2018
37037;370370000;370379999;MCI;Métropole;01/01/2018
37038;370380000;370389999;MCI;Métropole;01/01/2018
37039;370390000;370399999;MCI;Métropole;01/01/2018
37040;370400000;370409999;MCI;Métropole;01/01/2018
37041;370410000;370419999;MCI;Métropole;01/01/2018
37042;370420000;370429999;OVH;Métropole;02/04/2013
37043;370430000;370439999;COMP;Métropole;17/07/2008
37044;370440000;370449999;COMP;Métropole;17/07/2008
37045;370450000;370459999;COMP;Métropole;17/07/2008
37046;370460000;370469999;COMP;Métropole;17/07/2008
37047;370470000;370479999;COMP;Métropole;17/07/2008
37048;370480000;370489999;COMP;Métropole;17/07/2008
37049;370490000;370499999;COMP;Métropole;17/07/2008
37050;370500000;370509999;BOUY;Métropole;13/03/2008
37051;370510000;370519999;BOUY;Métropole;13/03/2008
37052;370520000;370529999;BOUY;Métropole;13/03/2008
37053;370530000;370539999;BOUY;Métropole;13/03/2008
37054;370540000;370549999;BOUY;Métropole;13/03/2008
37055;370550000;370559999;BOUY;Métropole;13/03/2008
37056;370560000;370569999;BOUY;Métropole;13/03/2008
37057;370570000;370579999;BOUY;Métropole;13/03/2008
37058;370580000;370589999;COMP;Métropole;17/07/2008
37059;370590000;370599999;COMP;Métropole;17/07/2008
37060;370600000;370609999;COMP;Métropole;17/07/2008
37061;370610000;370619999;COMP;Métropole;17/07/2008
37062;370620000;370629999;COMP;Métropole;17/07/2008
37063;370630000;370639999;COMP;Métropole;17/07/2008
37064;370640000;370649999;FRTE;Métropole;01/01/2017
37065;370650000;370659999;FRTE;Métropole;01/01/2017
37066;370660000;370669999;FRTE;Métropole;01/01/2017
37067;370670000;370679999;FRTE;Métropole;01/01/2017
37068;370680000;370689999;FRTE;Métropole;01/01/2017
37069;370690000;370699999;FRTE;Métropole;01/01/2017
37070;370700000;370709999;COMP;Métropole;21/11/2006
37071;370710000;370719999;COMP;Métropole;21/11/2006
37072;370720000;370729999;COMP;Métropole;17/01/2012
37073;370730000;370739999;COMP;Métropole;17/01/2012
37074;370740000;370749999;COMP;Métropole;24/01/2008
37075;370750000;370759999;COMP;Métropole;24/01/2008
37076;370760000;370769999;COMP;Métropole;17/01/2012
37077;370770000;370779999;COMP;Métropole;24/01/2008
37078;370780000;370789999;COMP;Métropole;24/01/2008
37079;370790000;370799999;FRTE;Métropole;01/01/2017
37080;370800000;370809999;FRTE;Métropole;01/07/2018
37081;370810000;370819999;FRTE;Métropole;01/01/2017
37082;370820000;370829999;FRTE;Métropole;01/01/2017
37083;370830000;370839999;FRTE;Métropole;01/01/2017
37084;370840000;370849999;FRTE;Métropole;01/01/2017
37085;370850000;370859999;FRTE;Métropole;01/01/2017
37086;370860000;370869999;FRTE;Métropole;01/01/2017
37087;370870000;370879999;INIT;Métropole;04/09/2008
37088;370880000;370889999;PHON;Métropole;25/09/2008
37089;370890000;370899999;PHON;Métropole;25/09/2008
37090;370900000;370909999;COMP;Métropole;21/11/2006
37091;370910000;370919999;COMP;Métropole;20/12/2011
37092;370920000;370929999;UPCF;Métropole;01/05/2014
37093;370930000;370939999;UPCF;Métropole;01/05/2014
37094;370940000;370949999;UPCF;Métropole;01/05/2014
37095;370950000;370959999;COMP;Métropole;20/12/2011
37096;370960000;370969999;COMP;Métropole;20/12/2011
37097;370970000;370979999;COMP;Métropole;20/12/2011
37098;370980000;370989999;COMP;Métropole;20/12/2011
37099;370990000;370999999;PHON;Métropole;25/09/2008
3710;371000000;371099999;SFR0;Métropole;08/12/2011
37110;371100000;371109999;SFR0;Métropole;08/12/2011
37111;371110000;371119999;SFR0;Métropole;08/12/2011
37112;371120000;371129999;SFR0;Métropole;08/12/2011
37113;371130000;371139999;SFR0;Métropole;08/12/2011
37114;371140000;371149999;SFR0;Métropole;08/12/2011
37115;371150000;371159999;COMP;Métropole;20/12/2011
37116;371160000;371169999;SFR0;Métropole;08/12/2011
37117;371170000;371179999;SFR0;Métropole;08/12/2011
37118;371180000;371189999;SFR0;Métropole;08/12/2011
37119;371190000;371199999;UPCF;Métropole;01/05/2014
37125;371250000;371259999;MCI;Métropole;01/01/2018
37127;371270000;371279999;MCI;Métropole;01/01/2018
37128;371280000;371289999;MCI;Métropole;01/01/2018
37129;371290000;371299999;MCI;Métropole;01/01/2018
37130;371300000;371309999;MCI;Métropole;01/01/2018
37131;371310000;371319999;MCI;Métropole;01/01/2018
37132;371320000;371329999;MCI;Métropole;01/01/2018
37133;371330000;371339999;MCI;Métropole;01/01/2018
37134;371340000;371349999;MCI;Métropole;01/01/2018
37135;371350000;371359999;MCI;Métropole;01/01/2018
37136;371360000;371369999;MCI;Métropole;01/01/2018
37138;371380000;371389999;MCI;Métropole;01/01/2018
37139;371390000;371399999;MCI;Métropole;01/01/2018
37140;371400000;371409999;OVH;Métropole;02/04/2013
37141;371410000;371419999;OVH;Métropole;02/04/2013
37142;371420000;371429999;OVH;Métropole;02/04/2013
37143;371430000;371439999;COMP;Métropole;24/01/2008
37144;371440000;371449999;COMP;Métropole;24/01/2008
37145;371450000;371459999;COMP;Métropole;24/01/2008
37146;371460000;371469999;BOUY;Métropole;13/03/2008
37147;371470000;371479999;BOUY;Métropole;13/03/2008
37148;371480000;371489999;BOUY;Métropole;13/03/2008
37149;371490000;371499999;BOUY;Métropole;13/03/2008
37150;371500000;371509999;BOUY;Métropole;13/03/2008
37151;371510000;371519999;BOUY;Métropole;13/03/2008
37152;371520000;371529999;BOUY;Métropole;13/03/2008
37153;371530000;371539999;BOUY;Métropole;13/03/2008
37154;371540000;371549999;BOUY;Métropole;13/03/2008
37155;371550000;371559999;BOUY;Métropole;13/03/2008
37156;371560000;371569999;COMP;Métropole;17/07/2008
37157;371570000;371579999;COMP;Métropole;17/07/2008
37158;371580000;371589999;COMP;Métropole;17/07/2008
37159;371590000;371599999;COMP;Métropole;17/07/2008
37160;371600000;371609999;BOUY;Métropole;13/03/2008
37161;371610000;371619999;BOUY;Métropole;13/03/2008
37162;371620000;371629999;COMP;Métropole;17/07/2008
37163;371630000;371639999;COMP;Métropole;17/07/2008
37164;371640000;371649999;COMP;Métropole;17/07/2008
37165;371650000;371659999;COMP;Métropole;17/07/2008
37166;371660000;371669999;COMP;Métropole;17/07/2008
37167;371670000;371679999;COMP;Métropole;17/07/2008
37168;371680000;371689999;COMP;Métropole;17/07/2008
37169;371690000;371699999;COMP;Métropole;17/07/2008
37170;371700000;371709999;COMP;Métropole;17/01/2012
37171;371710000;371719999;COMP;Métropole;17/01/2012
37172;371720000;371729999;COMP;Métropole;17/07/2008
37173;371730000;371739999;COMP;Métropole;17/07/2008
37174;371740000;371749999;COMP;Métropole;17/07/2008
37175;371750000;371759999;COMP;Métropole;17/07/2008
37176;371760000;371769999;COMP;Métropole;17/01/2012
37177;371770000;371779999;COMP;Métropole;17/01/2012
37178;371780000;371789999;COMP;Métropole;17/01/2012
37179;371790000;371799999;COMP;Métropole;17/07/2008
37180;371800000;371809999;COMP;Métropole;17/01/2012
37181;371810000;371819999;COMP;Métropole;24/01/2008
37182;371820000;371829999;COMP;Métropole;24/01/2008
37183;371830000;371839999;COMP;Métropole;24/01/2008
37184;371840000;371849999;COMP;Métropole;24/01/2008
37185;371850000;371859999;COMP;Métropole;24/01/2008
37186;371860000;371869999;FRTE;Métropole;01/07/2018
37187;371870000;371879999;COMP;Métropole;17/07/2008
37188;371880000;371889999;COMP;Métropole;17/07/2008
37189;371890000;371899999;COMP;Métropole;17/07/2008
37190;371900000;371909999;COMP;Métropole;17/07/2008
37191;371910000;371919999;FRTE;Métropole;01/01/2017
37192;371920000;371929999;FRTE;Métropole;01/01/2017
37193;371930000;371939999;FRTE;Métropole;01/01/2017
37194;371940000;371949999;FRTE;Métropole;01/01/2017
37195;371950000;371959999;FRTE;Métropole;01/01/2017
37196;371960000;371969999;FRTE;Métropole;01/01/2017
37197;371970000;371979999;FRTE;Métropole;01/01/2017
37198;371980000;371989999;FRTE;Métropole;01/01/2017
37199;371990000;371999999;FRTE;Métropole;01/01/2017
3720;372000000;372099999;FRTE;Métropole;01/01/2017
37210;372100000;372109999;FRTE;Métropole;01/01/2017
37211;372110000;372119999;COMP;Métropole;20/12/2011
37212;372120000;372129999;PHON;Métropole;25/09/2008
37213;372130000;372139999;UPCF;Métropole;01/05/2014
37214;372140000;372149999;UPCF;Métropole;01/05/2014
37215;372150000;372159999;UPCF;Métropole;01/05/2014
37216;372160000;372169999;COMP;Métropole;20/12/2011
37217;372170000;372179999;COMP;Métropole;20/12/2011
37218;372180000;372189999;COMP;Métropole;20/12/2011
37219;372190000;372199999;COMP;Métropole;20/12/2011
37220;372200000;372209999;COMP;Métropole;20/12/2011
37221;372210000;372219999;COMP;Métropole;20/12/2011
37222;372220000;372229999;JAG;Métropole;31/03/2011
37223;372230000;372239999;JAG;Métropole;31/03/2011
37224;372240000;372249999;JAG;Métropole;31/03/2011
372250;372250000;372250999;LEGO;Métropole;18/12/2008
372260;372260000;372260999;LEGO;Métropole;25/06/2009
372261;372261000;372261999;LEGO;Métropole;25/06/2009
37227;372270000;372279999;AVMI;Métropole;01/03/2016
372280;372280000;372280999;LEGO;Métropole;18/12/2008
372281;372281000;372281999;LEGO;Métropole;18/12/2008
37229;372290000;372299999;LEGO;Métropole;18/12/2008
372300;372300000;372300999;LEGO;Métropole;25/06/2009
372310;372310000;372310999;LEGO;Métropole;25/06/2009
372311;372311000;372311999;LEGO;Métropole;25/06/2009
372312;372312000;372312999;LEGO;Métropole;25/06/2009
372313;372313000;372313999;LEGO;Métropole;25/06/2009
372314;372314000;372314999;LEGO;Métropole;25/06/2009
372320;372320000;372320999;LEGO;Métropole;25/06/2009
372330;372330000;372330999;LEGO;Métropole;25/06/2009
37234;372340000;372349999;UPCF;Métropole;01/05/2014
372350;372350000;372350999;LEGO;Métropole;10/06/2010
37236;372360000;372369999;LEGO;Métropole;10/06/2010
372370;372370000;372370999;LEGO;Métropole;10/06/2010
372371;372371000;372371999;LEGO;Métropole;10/06/2010
372372;372372000;372372999;LEGO;Métropole;10/06/2010
37238;372380000;372389999;IPDI;Métropole;02/09/2010
37239;372390000;372399999;OVH;Métropole;09/11/2010
37240;372400000;372409999;SFR0;Métropole;08/12/2011
372410;372410000;372410999;LEGO;Métropole;05/05/2011
37242;372420000;372429999;IPDI;Métropole;26/07/2011
37243;372430000;372439999;IPDI;Métropole;26/07/2011
37244;372440000;372449999;ODIG;Métropole;01/02/2019
37245;372450000;372459999;ODIG;Métropole;01/02/2019
37246;372460000;372469999;ODIG;Métropole;01/02/2019
37247;372470000;372479999;OVH;Métropole;10/04/2012
37248;372480000;372489999;FRTE;Métropole;01/07/2018
37249;372490000;372499999;FRTE;Métropole;01/07/2018
37250;372500000;372509999;PAOP;Métropole;24/05/2011
37251;372510000;372519999;OPEN;Métropole;23/04/2013
37252;372520000;372529999;OVH;Métropole;02/04/2013
37253;372530000;372539999;OVH;Métropole;02/04/2013
37254;372540000;372549999;OVH;Métropole;02/04/2013
37255;372550000;372559999;PHON;Métropole;03/11/2011
37256;372560000;372569999;OVH;Métropole;02/04/2013
37257;372570000;372579999;INIT;Métropole;04/12/2008
37258;372580000;372589999;OVH;Métropole;02/04/2013
37259;372590000;372599999;OVH;Métropole;02/04/2013
37260;372600000;372609999;SEWA;Métropole;26/11/2013
37261;372610000;372619999;SEWA;Métropole;26/11/2013
37262;372620000;372629999;OVH;Métropole;10/12/2013
37263;372630000;372639999;BOUY;Métropole;09/12/2010
37264;372640000;372649999;OVH;Métropole;10/12/2013
37265;372650000;372659999;OVH;Métropole;10/12/2013
37266;372660000;372669999;OVH;Métropole;10/12/2013
37267;372670000;372679999;OVH;Métropole;10/12/2013
372680;372680000;372680999;ONCN;Métropole;23/01/2023
37269;372690000;372699999;UPCF;Métropole;20/05/2014
37270;372700000;372709999;SFR0;Métropole;22/03/2018
37271;372710000;372719999;SFR0;Métropole;22/03/2018
37272;372720000;372729999;PHON;Métropole;25/09/2008
37273;372730000;372739999;PHON;Métropole;25/09/2008
37274;372740000;372749999;COMP;Métropole;22/07/2014
37275;372750000;372759999;OVH;Métropole;29/07/2014
37276;372760000;372769999;OVH;Métropole;29/07/2014
37277;372770000;372779999;OVH;Métropole;29/07/2014
37278;372780000;372789999;OVH;Métropole;29/07/2014
37279;372790000;372799999;OVH;Métropole;29/07/2014
37280;372800000;372809999;OPEN;Métropole;02/04/2015
37281;372810000;372819999;IMSD;Métropole;06/10/2015
37282;372820000;372829999;PHON;Métropole;25/09/2008
37283;372830000;372839999;AXLY;Métropole;03/07/2014
37284;372840000;372849999;ALNI;Métropole;22/10/2015
37285;372850000;372859999;OPEN;Métropole;09/11/2015
37286;372860000;372869999;UPCF;Métropole;12/11/2015
37287;372870000;372879999;TOBJ;Métropole;03/12/2015
37288;372880000;372889999;VOXB;Métropole;01/07/2010
372890;372890000;372890999;LEGO;Métropole;07/03/2016
37290;372900000;372909999;ALNI;Métropole;31/03/2016
37291;372910000;372919999;SFR0;Métropole;21/04/2016
37292;372920000;372929999;PHON;Métropole;03/11/2011
37293;372930000;372939999;UPCF;Métropole;21/04/2016
37294;372940000;372949999;OPEN;Métropole;02/05/2016
37295;372950000;372959999;FRTE;Métropole;01/07/2018
37296;372960000;372969999;FRTE;Métropole;01/07/2018
37297;372970000;372979999;FRTE;Métropole;01/07/2018
37298;372980000;372989999;FRTE;Métropole;01/07/2018
37299;372990000;372999999;OPEN;Métropole;05/11/2015
3730;373000000;373099999;FRTE;Métropole;01/01/2017
37310;373100000;373109999;FRTE;Métropole;01/01/2017
37311;373110000;373119999;FRTE;Métropole;01/01/2017
37312;373120000;373129999;INIT;Métropole;04/09/2008
37313;373130000;373139999;UPCF;Métropole;01/05/2014
37314;373140000;373149999;COMP;Métropole;20/12/2011
37315;373150000;373159999;COMP;Métropole;20/12/2011
37316;373160000;373169999;COMP;Métropole;20/12/2011
37317;373170000;373179999;COMP;Métropole;20/12/2011
37318;373180000;373189999;COMP;Métropole;20/12/2011
37319;373190000;373199999;COMP;Métropole;20/12/2011
37320;373200000;373209999;COMP;Métropole;20/12/2011
373210;373210000;373210999;LEGO;Métropole;18/12/2008
373220;373220000;373220999;LEGO;Métropole;18/12/2008
373230;373230000;373230999;LEGO;Métropole;18/12/2008
373240;373240000;373240999;LEGO;Métropole;18/12/2008
37325;373250000;373259999;INIT;Métropole;15/10/2009
37327;373270000;373279999;OVH;Métropole;09/11/2010
373280;373280000;373280999;LEGO;Métropole;05/05/2011
373290;373290000;373290999;LEGO;Métropole;05/05/2011
373300;373300000;373300999;LEGO;Métropole;05/05/2011
373301;373301000;373301999;LEGO;Métropole;05/05/2011
373302;373302000;373302999;LEGO;Métropole;05/05/2011
373310;373310000;373310999;LEGO;Métropole;05/05/2011
373320;373320000;373320999;LEGO;Métropole;05/05/2011
373330;373330000;373330999;LEGO;Métropole;05/05/2011
373340;373340000;373340999;LEGO;Métropole;05/05/2011
373350;373350000;373350999;LEGO;Métropole;05/05/2011
373351;373351000;373351999;LEGO;Métropole;05/05/2011
373352;373352000;373352999;LEGO;Métropole;05/05/2011
373353;373353000;373353999;LEGO;Métropole;05/05/2011
373354;373354000;373354999;LEGO;Métropole;05/05/2011
373355;373355000;373355999;LEGO;Métropole;05/05/2011
373360;373360000;373360999;LEGO;Métropole;05/05/2011
373370;373370000;373370999;LEGO;Métropole;05/05/2011
373371;373371000;373371999;LEGO;Métropole;05/05/2011
373377;373377000;373377999;LEGO;Métropole;05/05/2011
373380;373380000;373380999;LEGO;Métropole;05/05/2011
373390;373390000;373390999;LEGO;Métropole;05/05/2011
373400;373400000;373400999;LEGO;Métropole;05/05/2011
373401;373401000;373401999;LEGO;Métropole;05/05/2011
373410;373410000;373410999;LEGO;Métropole;05/05/2011
373420;373420000;373420999;LEGO;Métropole;05/05/2011
373430;373430000;373430999;LEGO;Métropole;05/05/2011
373440;373440000;373440999;LEGO;Métropole;05/05/2011
37345;373450000;373459999;IPDI;Métropole;26/07/2011
37346;373460000;373469999;ODIG;Métropole;01/02/2019
37347;373470000;373479999;ODIG;Métropole;01/02/2019
37348;373480000;373489999;ODIG;Métropole;01/02/2019
37349;373490000;373499999;ODIG;Métropole;01/02/2019
37350;373500000;373509999;FRTE;Métropole;01/07/2018
37351;373510000;373519999;FRTE;Métropole;01/07/2018
37352;373520000;373529999;FRTE;Métropole;01/07/2018
37353;373530000;373539999;OVH;Métropole;02/04/2013
37354;373540000;373549999;CMRP;Métropole;10/09/2013
37355;373550000;373559999;SEWA;Métropole;26/11/2013
37356;373560000;373569999;SEWA;Métropole;26/11/2013
37357;373570000;373579999;OVH;Métropole;10/12/2013
37358;373580000;373589999;OVH;Métropole;10/12/2013
37359;373590000;373599999;OVH;Métropole;10/12/2013
37360;373600000;373609999;OVH;Métropole;10/12/2013
37361;373610000;373619999;OVH;Métropole;10/12/2013
37362;373620000;373629999;OPEN;Métropole;20/11/2014
37363;373630000;373639999;MWSP;Métropole;27/05/2014
37364;373640000;373649999;OVH;Métropole;29/07/2014
37365;373650000;373659999;OVH;Métropole;29/07/2014
37366;373660000;373669999;OVH;Métropole;29/07/2014
37367;373670000;373679999;OVH;Métropole;29/07/2014
37368;373680000;373689999;OVH;Métropole;29/07/2014
37369;373690000;373699999;OVH;Métropole;29/07/2014
37370;373700000;373709999;OVH;Métropole;29/07/2014
37371;373710000;373719999;OVH;Métropole;29/07/2014
37372;373720000;373729999;MWSP;Métropole;22/07/2010
37373;373730000;373739999;PHON;Métropole;25/09/2008
37374;373740000;373749999;PHON;Métropole;06/03/2012
37375;373750000;373759999;RHOV;Métropole;25/09/2023
37376;373760000;373769999;FRTE;Métropole;01/07/2018
37377;373770000;373779999;MWSP;Métropole;10/12/2015
37378;373780000;373789999;FRTE;Métropole;01/07/2018
37379;373790000;373799999;FRTE;Métropole;01/07/2018
37380;373800000;373809999;VOXB;Métropole;01/07/2010
37381;373810000;373819999;OPEN;Métropole;10/03/2015
37382;373820000;373829999;UPCF;Métropole;21/04/2016
37383;373830000;373839999;PHON;Métropole;06/03/2012
37384;373840000;373849999;AICT;Métropole;19/05/2016
37385;373850000;373859999;ALNI;Métropole;10/12/2015
37386;373860000;373869999;FRTE;Métropole;01/07/2018
37387;373870000;373879999;FRTE;Métropole;01/07/2018
37388;373880000;373889999;VOXB;Métropole;01/07/2010
37389;373890000;373899999;INIT;Métropole;30/04/2009
37390;373900000;373909999;OVH;Métropole;29/07/2014
37391;373910000;373919999;OVH;Métropole;29/07/2014
37392;373920000;373929999;OVH;Métropole;29/07/2014
37393;373930000;373939999;PHON;Métropole;06/03/2012
