EZABPQM;Tranche_Debut;Tranche_Fin;Mnémo;Territoire;Date_Attribution
105;105000000;105999999;FRTE;Métropole;01/01/2017
1241;124100000;124199999;FRTE;Métropole;01/01/2017
1242;124200000;124299999;FRTE;Métropole;01/01/2017
130;130000000;130999999;FRTE;Métropole;01/01/2017
134;134000000;134999999;FRTE;Métropole;01/01/2017
139;139000000;139999999;FRTE;Métropole;01/01/2017
140;140000000;140999999;FRTE;Métropole;01/01/2017
141;141000000;141999999;FRTE;Métropole;01/01/2017
142;142000000;142999999;FRTE;Métropole;01/01/2017
143;143000000;143999999;FRTE;Métropole;01/01/2017
144;144000000;144999999;FRTE;Métropole;01/01/2017
145;145000000;145999999;FRTE;Métropole;01/01/2017
146;146000000;146999999;FRTE;Métropole;01/01/2017
147;147000000;147999999;FRTE;Métropole;01/01/2017
1480;148000000;148099999;FRTE;Métropole;01/01/2017
14810;148100000;148109999;FRTE;Métropole;01/01/2017
14811;148110000;148119999;FRTE;Métropole;01/01/2017
14812;148120000;148129999;FRTE;Métropole;01/01/2017
14813;148130000;148139999;FRTE;Métropole;01/01/2017
14814;148140000;148149999;FRTE;Métropole;01/01/2017
14815;148150000;148159999;FRTE;Métropole;01/01/2017
14816;148160000;148169999;HUBT;Métropole;27/07/2001
14817;148170000;148179999;FRTE;Métropole;01/01/2017
14818;148180000;148189999;FRTE;Métropole;01/01/2017
14819;148190000;148199999;FRTE;Métropole;01/01/2017
1482;148200000;148299999;FRTE;Métropole;01/01/2017
1483;148300000;148399999;FRTE;Métropole;01/01/2017
1484;148400000;148499999;FRTE;Métropole;01/01/2017
1485;148500000;148599999;FRTE;Métropole;01/01/2017
14860;148600000;148609999;FRTE;Métropole;01/01/2017
14861;148610000;148619999;FRTE;Métropole;01/01/2017
14862;148620000;148629999;HUBT;Métropole;27/07/2001
14863;148630000;148639999;FRTE;Métropole;01/01/2017
14864;148640000;148649999;HUBT;Métropole;27/07/2001
14865;148650000;148659999;FRTE;Métropole;01/01/2017
14866;148660000;148669999;FRTE;Métropole;01/01/2017
14867;148670000;148679999;FRTE;Métropole;01/01/2017
14868;148680000;148689999;FRTE;Métropole;01/01/2017
14869;148690000;148699999;FRTE;Métropole;01/01/2017
1487;148700000;148799999;FRTE;Métropole;01/01/2017
1488;148800000;148899999;FRTE;Métropole;01/01/2017
1489;148900000;148999999;FRTE;Métropole;01/01/2017
1490;149000000;149099999;FRTE;Métropole;01/01/2017
1491;149100000;149199999;FRTE;Métropole;01/01/2017
1492;149200000;149299999;FRTE;Métropole;01/01/2017
1493;149300000;149399999;FRTE;Métropole;01/01/2017
1494;149400000;149499999;FRTE;Métropole;01/01/2017
1495;149500000;149599999;FRTE;Métropole;01/01/2017
1496;149600000;149699999;FRTE;Métropole;01/01/2017
14970;149700000;149709999;FRTE;Métropole;01/01/2017
14971;149710000;149719999;FRTE;Métropole;01/01/2017
14972;149720000;149729999;FRTE;Métropole;01/01/2017
14973;149730000;149739999;FRTE;Métropole;01/01/2017
14974;149740000;149749999;FRTE;Métropole;01/01/2017
14975;149750000;149759999;HUBT;Métropole;27/07/2001
14976;149760000;149769999;FRTE;Métropole;01/01/2017
14977;149770000;149779999;FRTE;Métropole;01/01/2017
14978;149780000;149789999;FRTE;Métropole;01/01/2017
14979;149790000;149799999;FRTE;Métropole;01/01/2017
1498;149800000;149899999;FRTE;Métropole;01/01/2017
1499;149900000;149999999;FRTE;Métropole;01/01/2017
150;150000000;150999999;FRTE;Métropole;01/01/2017
153;153000000;153999999;FRTE;Métropole;01/01/2017
155;155000000;155999999;FRTE;Métropole;01/01/2017
156;156000000;156999999;FRTE;Métropole;01/01/2017
157;157000000;157999999;FRTE;Métropole;01/01/2017
158;158000000;158999999;FRTE;Métropole;01/01/2017
15900;159000000;159009999;RCFR;Métropole;07/09/2022
159010;159010000;159010999;REDM;Métropole;26/09/2022
159011;159011000;159011999;REDM;Métropole;26/09/2022
159012;159012000;159012999;REDM;Métropole;26/09/2022
159013;159013000;159013999;REDM;Métropole;26/09/2022
159014;159014000;159014999;REDM;Métropole;26/09/2022
159015;159015000;159015999;REDM;Métropole;26/09/2022
159016;159016000;159016999;REDM;Métropole;26/09/2022
159017;159017000;159017999;REDM;Métropole;26/09/2022
159018;159018000;159018999;REDM;Métropole;26/09/2022
159019;159019000;159019999;REDM;Métropole;26/09/2022
15902;159020000;159029999;PURE;Métropole;03/10/2022
15903;159030000;159039999;MSIO;Métropole;05/10/2022
159050;159050000;159050999;ELOQ;Métropole;19/10/2022
159051;159051000;159051999;ELOQ;Métropole;19/10/2022
159052;159052000;159052999;ELOQ;Métropole;19/10/2022
159053;159053000;159053999;ELOQ;Métropole;19/10/2022
159054;159054000;159054999;ELOQ;Métropole;19/10/2022
159055;159055000;159055999;ELOQ;Métropole;19/10/2022
159056;159056000;159056999;ELOQ;Métropole;19/10/2022
159057;159057000;159057999;ELOQ;Métropole;19/10/2022
159058;159058000;159058999;ELOQ;Métropole;19/10/2022
159059;159059000;159059999;ELOQ;Métropole;19/10/2022
15906;159060000;159069999;GGCF;Métropole;28/07/2023
15907;159070000;159079999;TLCZ;Métropole;19/10/2022
15908;159080000;159089999;NFFR;Métropole;19/10/2022
15909;159090000;159099999;CMSU;Métropole;25/10/2022
15910;159100000;159109999;VOCA;Métropole;28/11/2022
15911;159110000;159119999;STEL;Métropole;09/12/2022
15912;159120000;159129999;GTTI;Métropole;17/11/2022
15913;159130000;159139999;TWIL;Métropole;09/12/2022
15914;159140000;159149999;VOIC;Métropole;09/12/2022
15915;159150000;159159999;ABCL;Métropole;12/12/2022
15916;159160000;159169999;4CLL;Métropole;13/12/2022
15917;159170000;159179999;EXCE;Métropole;13/12/2022
15918;159180000;159189999;CLTL;Métropole;19/12/2022
15919;159190000;159199999;CLLK;Métropole;20/12/2022
15920;159200000;159209999;BICS;Métropole;21/12/2022
15921;159210000;159219999;WRDL;Métropole;22/12/2022
15922;159220000;159229999;IBRO;Métropole;22/12/2022
15923;159230000;159239999;DIME;Métropole;23/12/2022
15924;159240000;159249999;AWSS;Métropole;26/12/2022
15925;159250000;159259999;NUWA;Métropole;01/01/2023
159260;159260000;159260999;MKTO;Métropole;01/01/2023
15927;159270000;159279999;CMTF;Métropole;01/01/2023
15928;159280000;159289999;BJTP;Métropole;09/01/2023
15929;159290000;159299999;BJTP;Métropole;09/01/2023
15930;159300000;159309999;ALCC;Métropole;18/01/2023
15931;159310000;159319999;OXIL;Métropole;23/01/2023
159320;159320000;159320999;ONCN;Métropole;23/01/2023
15933;159330000;159339999;ATTG;Métropole;23/01/2023
15934;159340000;159349999;MASS;Métropole;30/01/2023
15935;159350000;159359999;GGCF;Métropole;28/07/2023
15936;159360000;159369999;EQUA;Métropole;02/02/2023
15937;159370000;159379999;NWOT;Métropole;08/02/2023
15938;159380000;159389999;DYCL;Métropole;22/02/2023
15939;159390000;159399999;QWLK;Métropole;23/02/2023
159400;159400000;159400999;WLLT;Métropole;24/02/2023
15941;159410000;159419999;OPHO;Métropole;28/02/2023
15942;159420000;159429999;VPED;Métropole;15/03/2023
15943;159430000;159439999;FVE9;Métropole;16/03/2023
15944;159440000;159449999;RCFR;Métropole;16/03/2023
15945;159450000;159459999;SAFE;Métropole;17/03/2023
15946;159460000;159469999;EASY;Métropole;20/03/2023
15947;159470000;159479999;TRIN;Métropole;28/03/2023
15948;159480000;159489999;OPCM;Métropole;11/04/2023
15949;159490000;159499999;CLTE;Métropole;19/04/2023
159500;159500000;159500999;NICE;Métropole;27/04/2023
15951;159510000;159519999;OOMI;Métropole;04/05/2023
15952;159520000;159529999;TSOD;Métropole;16/05/2023
159530;159530000;159530999;MIXW;Métropole;04/03/2024
159531;159531000;159531999;EISS;Métropole;05/03/2024
159535;159535000;159535999;INPC;Métropole;16/05/2023
159536;159536000;159536999;RUBT;Métropole;13/02/2024
159537;159537000;159537999;GPAM;Métropole;13/02/2024
159538;159538000;159538999;GPAM;Métropole;13/02/2024
159539;159539000;159539999;TVIA;Métropole;26/02/2024
159540;159540000;159540999;J2CP;Métropole;17/05/2023
15955;159550000;159559999;HERA;Métropole;26/05/2023
15956;159560000;159569999;ASKS;Métropole;06/06/2023
15957;159570000;159579999;THEC;Métropole;19/06/2023
159580;159580000;159580999;GPCO;Métropole;01/07/2023
159581;159581000;159581999;DGIS;Métropole;01/07/2023
159582;159582000;159582999;SDCI;Métropole;01/07/2023
159583;159583000;159583999;EOLY;Métropole;13/07/2023
159584;159584000;159584999;HETE;Métropole;24/07/2023
160;160000000;160999999;FRTE;Métropole;01/01/2017
161;161000000;161999999;FRTE;Métropole;01/01/2017
16200;162000000;162009999;LGC;Métropole;21/01/2021
16201;162010000;162019999;DIAB;Métropole;01/01/2023
16202;162020000;162029999;PLUG;Métropole;01/01/2023
16203;162030000;162039999;COLT;Métropole;01/01/2023
16204;162040000;162049999;TLST;Métropole;01/01/2023
16205;162050000;162059999;SPCV;Métropole;01/01/2023
16206;162060000;162069999;BOUY;Métropole;01/01/2023
16207;162070000;162079999;BOUY;Métropole;01/01/2023
16208;162080000;162089999;IAGI;Métropole;01/01/2023
16209;162090000;162099999;CYDS;Métropole;01/01/2023
162109;162109000;162109999;ABHT;Métropole;01/01/2023
16211;162110000;162119999;YOOT;Métropole;01/01/2023
16212;162120000;162129999;FREE;Métropole;01/01/2023
16213;162130000;162139999;SFR0;Métropole;01/01/2023
16214;162140000;162149999;GETG;Métropole;01/01/2023
16215;162150000;162159999;VAST;Métropole;01/01/2023
16216;162160000;162169999;SDCI;Métropole;01/01/2023
16217;162170000;162179999;PHGS;Métropole;01/01/2023
16218;162180000;162189999;THEC;Métropole;01/01/2023
16219;162190000;162199999;SPAR;Métropole;01/01/2023
16220;162200000;162209999;OXIL;Métropole;01/01/2023
16221;162210000;162219999;COCR;Métropole;01/01/2023
16222;162220000;162229999;EVMI;Métropole;01/01/2023
16223;162230000;162239999;FRTE;Métropole;01/01/2023
16224;162240000;162249999;DVSC;Métropole;12/01/2023
16225;162250000;162259999;VOIM;Métropole;12/06/2024
162260;162260000;162260999;MKTO;Métropole;12/01/2023
162261;162261000;162261999;MKTO;Métropole;12/01/2023
16227;162270000;162279999;ODIG;Métropole;18/01/2023
16228;162280000;162289999;DCID;Métropole;19/01/2023
16229;162290000;162299999;JAG;Métropole;20/01/2023
16230;162300000;162309999;KAVE;Métropole;20/01/2023
16231;162310000;162319999;EONE;Métropole;23/01/2023
16232;162320000;162329999;YAAT;Métropole;23/01/2023
16233;162330000;162339999;VOEL;Métropole;23/01/2023
16234;162340000;162349999;INCL;Métropole;24/01/2023
162350;162350000;162350999;LEGO;Métropole;31/01/2023
16236;162360000;162369999;ALKI;Métropole;01/02/2023
16237;162370000;162379999;LYTC;Métropole;09/02/2023
16238;162380000;162389999;ALPL;Métropole;10/02/2023
16239;162390000;162399999;OPHO;Métropole;14/02/2023
16240;162400000;162409999;VIAD;Métropole;15/02/2023
16241;162410000;162419999;COVE;Métropole;16/02/2023
16242;162420000;162429999;REMM;Métropole;16/02/2023
16243;162430000;162439999;SEWA;Métropole;20/02/2023
16244;162440000;162449999;TUTE;Métropole;22/02/2023
16245;162450000;162459999;AXLY;Métropole;01/03/2023
16246;162460000;162469999;W3TE;Métropole;06/04/2023
16247;162470000;162479999;DGLP;Métropole;19/04/2023
16248;162480000;162489999;MCI;Métropole;28/04/2023
162490;162490000;162490999;INPC;Métropole;29/05/2023
162491;162491000;162491999;LNCT;Métropole;08/02/2024
162492;162492000;162492999;AVMI;Métropole;22/05/2024
162493;162493000;162493999;BERS;Métropole;03/06/2024
162494;162494000;162494999;RMII;Métropole;07/06/2024
162495;162495000;162495999;DIAG;Métropole;03/07/2024
162496;162496000;162496999;ANEL;Métropole;12/07/2024
162497;162497000;162497999;DVSC;Métropole;01/08/2024
162498;162498000;162498999;DVSC;Métropole;01/08/2024
162499;162499000;162499999;DVSC;Métropole;01/08/2024
16250;162500000;162509999;BICS;Métropole;31/05/2023
16251;162510000;162519999;PJT3;Métropole;06/06/2023
162520;162520000;162520999;CTCS;Métropole;01/07/2023
162521;162521000;162521999;INIT;Métropole;11/07/2023
162522;162522000;162522999;EOLY;Métropole;13/07/2023
162523;162523000;162523999;AXAL;Métropole;19/07/2023
162524;162524000;162524999;RHOV;Métropole;24/07/2023
162525;162525000;162525999;DVSC;Métropole;31/08/2023
162526;162526000;162526999;SNXS;Métropole;25/09/2023
162527;162527000;162527999;CMTT;Métropole;23/10/2023
162528;162528000;162528999;UNTE;Métropole;23/10/2023
162529;162529000;162529999;INOX;Métropole;16/11/2023
16253;162530000;162539999;BJTP;Métropole;07/07/2023
162540;162540000;162540999;SFR0;Métropole;23/11/2023
162541;162541000;162541999;OXIL;Métropole;23/11/2023
162542;162542000;162542999;OXIL;Métropole;23/11/2023
162543;162543000;162543999;OXIL;Métropole;23/11/2023
162544;162544000;162544999;OXIL;Métropole;23/11/2023
162545;162545000;162545999;OXIL;Métropole;23/11/2023
162546;162546000;162546999;ZOOM;Métropole;30/11/2023
162547;162547000;162547999;ZOOM;Métropole;30/11/2023
162548;162548000;162548999;M2AS;Métropole;01/01/2024
162549;162549000;162549999;CLTE;Métropole;16/01/2024
16255;162550000;162559999;LGC;Métropole;11/12/2023
164;164000000;164999999;FRTE;Métropole;01/01/2017
169;169000000;169999999;FRTE;Métropole;01/01/2017
17000;170000000;170009999;UPCF;Métropole;01/05/2014
17001;170010000;170019999;UPCF;Métropole;01/05/2014
17002;170020000;170029999;UPCF;Métropole;01/05/2014
17003;170030000;170039999;HUBT;Métropole;27/07/2001
17004;170040000;170049999;UPCF;Métropole;01/05/2014
17005;170050000;170059999;UPCF;Métropole;01/05/2014
17006;170060000;170069999;MCI;Métropole;01/01/2018
17007;170070000;170079999;UPCF;Métropole;01/05/2014
17008;170080000;170089999;COMP;Métropole;20/12/2011
17009;170090000;170099999;COMP;Métropole;20/12/2011
17010;170100000;170109999;UPCF;Métropole;01/05/2014
17011;170110000;170119999;FREE;Métropole;08/01/2009
17012;170120000;170129999;MCI;Métropole;01/01/2018
17013;170130000;170139999;SFR0;Métropole;08/12/2011
17014;170140000;170149999;FREE;Métropole;08/01/2009
17015;170150000;170159999;SFR0;Métropole;08/12/2011
17016;170160000;170169999;SFR0;Métropole;08/12/2011
17017;170170000;170179999;COMP;Métropole;20/12/2011
17018;170180000;170189999;SFR0;Métropole;08/12/2011
17019;170190000;170199999;SFR0;Métropole;08/12/2011
1702;170200000;170299999;SFR0;Métropole;08/12/2011
17030;170300000;170309999;FREE;Métropole;08/01/2009
17031;170310000;170319999;FREE;Métropole;08/01/2009
17032;170320000;170329999;SFR0;Métropole;08/12/2011
17033;170330000;170339999;SFR0;Métropole;08/12/2011
17034;170340000;170349999;FREE;Métropole;08/01/2009
17035;170350000;170359999;SFR0;Métropole;08/12/2011
17036;170360000;170369999;COLT;Métropole;01/01/2018
17037;170370000;170379999;COLT;Métropole;01/01/2018
17038;170380000;170389999;COLT;Métropole;01/01/2018
17039;170390000;170399999;COLT;Métropole;01/01/2018
17040;170400000;170409999;UPCF;Métropole;01/05/2014
17041;170410000;170419999;FREE;Métropole;08/01/2009
17042;170420000;170429999;SFR0;Métropole;08/12/2011
17043;170430000;170439999;FREE;Métropole;08/01/2009
17044;170440000;170449999;SFR0;Métropole;08/12/2011
17045;170450000;170459999;FREE;Métropole;08/01/2009
17046;170460000;170469999;SFR0;Métropole;08/12/2011
17047;170470000;170479999;FREE;Métropole;08/01/2009
17048;170480000;170489999;FRTE;Métropole;01/07/2018
17049;170490000;170499999;FREE;Métropole;08/01/2009
17050;170500000;170509999;UPCF;Métropole;01/05/2014
17051;170510000;170519999;SFR0;Métropole;08/12/2011
17052;170520000;170529999;FREE;Métropole;08/01/2009
17053;170530000;170539999;SFR0;Métropole;08/12/2011
17054;170540000;170549999;FREE;Métropole;08/01/2009
17055;170550000;170559999;SFR0;Métropole;08/12/2011
17056;170560000;170569999;SFR0;Métropole;08/12/2011
17057;170570000;170579999;FREE;Métropole;08/01/2009
17058;170580000;170589999;SFR0;Métropole;08/12/2011
17059;170590000;170599999;SFR0;Métropole;08/12/2011
17060;170600000;170609999;SFR0;Métropole;08/12/2011
17061;170610000;170619999;INIT;Métropole;14/06/2005
17062;170620000;170629999;SFR0;Métropole;08/12/2011
17063;170630000;170639999;MCI;Métropole;01/01/2018
17064;170640000;170649999;SFR0;Métropole;08/12/2011
17065;170650000;170659999;MCI;Métropole;01/01/2018
17066;170660000;170669999;MCI;Métropole;01/01/2018
17067;170670000;170679999;MCI;Métropole;01/01/2018
17068;170680000;170689999;SFR0;Métropole;08/12/2011
17069;170690000;170699999;SFR0;Métropole;08/12/2011
1707;170700000;170799999;MCI;Métropole;01/01/2018
17080;170800000;170809999;MCI;Métropole;01/01/2018
17081;170810000;170819999;COLT;Métropole;01/01/2018
17082;170820000;170829999;COLT;Métropole;01/01/2018
17083;170830000;170839999;COLT;Métropole;01/01/2018
17084;170840000;170849999;COLT;Métropole;01/01/2018
17085;170850000;170859999;COLT;Métropole;01/01/2018
17086;170860000;170869999;COLT;Métropole;01/01/2018
17087;170870000;170879999;COLT;Métropole;01/01/2018
17088;170880000;170889999;COLT;Métropole;01/01/2018
17089;170890000;170899999;COLT;Métropole;01/01/2018
1709;170900000;170999999;COLT;Métropole;01/01/2018
171;171000000;171999999;SFR0;Métropole;08/12/2011
1720;172000000;172099999;MCI;Métropole;01/01/2018
1721;172100000;172199999;MCI;Métropole;01/01/2018
17220;172200000;172209999;MCI;Métropole;01/01/2018
17221;172210000;172219999;MCI;Métropole;01/01/2018
17222;172220000;172229999;MCI;Métropole;01/01/2018
17223;172230000;172239999;MCI;Métropole;01/01/2018
17224;172240000;172249999;SFR0;Métropole;08/12/2011
17225;172250000;172259999;MCI;Métropole;01/01/2018
17226;172260000;172269999;MCI;Métropole;01/01/2018
17227;172270000;172279999;COMP;Métropole;03/05/2000
17228;172280000;172289999;MCI;Métropole;01/01/2018
17229;172290000;172299999;COMP;Métropole;03/05/2000
17230;172300000;172309999;SFR0;Métropole;08/12/2011
17231;172310000;172319999;SFR0;Métropole;08/12/2011
17232;172320000;172329999;SFR0;Métropole;08/12/2011
17233;172330000;172339999;SFR0;Métropole;08/12/2011
17234;172340000;172349999;SFR0;Métropole;08/12/2011
17235;172350000;172359999;MSIO;Métropole;08/02/2024
17236;172360000;172369999;SFR0;Métropole;08/12/2011
17238;172380000;172389999;SFR0;Métropole;08/12/2011
17240;172400000;172409999;SFR0;Métropole;08/12/2011
17242;172420000;172429999;SFR0;Métropole;08/12/2011
17244;172440000;172449999;SFR0;Métropole;08/12/2011
17246;172460000;172469999;SFR0;Métropole;08/12/2011
17248;172480000;172489999;SFR0;Métropole;08/12/2011
17249;172490000;172499999;SFR0;Métropole;08/12/2011
17250;172500000;172509999;SFR0;Métropole;08/12/2011
17251;172510000;172519999;SFR0;Métropole;08/12/2011
17252;172520000;172529999;SFR0;Métropole;08/12/2011
17253;172530000;172539999;SFR0;Métropole;08/12/2011
17254;172540000;172549999;SFR0;Métropole;08/12/2011
17255;172550000;172559999;SFR0;Métropole;08/12/2011
17256;172560000;172569999;SFR0;Métropole;08/12/2011
17258;172580000;172589999;SFR0;Métropole;08/12/2011
17259;172590000;172599999;SFR0;Métropole;08/12/2011
17260;172600000;172609999;SFR0;Métropole;08/12/2011
17261;172610000;172619999;SFR0;Métropole;08/12/2011
17262;172620000;172629999;SFR0;Métropole;08/12/2011
17263;172630000;172639999;SFR0;Métropole;08/12/2011
17266;172660000;172669999;SFR0;Métropole;08/12/2011
17267;172670000;172679999;SFR0;Métropole;08/12/2011
172680;172680000;172680999;COMP;Métropole;28/09/2004
172681;172681000;172681999;COMP;Métropole;28/09/2004
172683;172683000;172683999;COMP;Métropole;28/09/2004
172684;172684000;172684999;COMP;Métropole;28/09/2004
172686;172686000;172686999;COMP;Métropole;28/09/2004
17269;172690000;172699999;COMP;Métropole;28/09/2004
17270;172700000;172709999;COMP;Métropole;03/05/2000
17271;172710000;172719999;COMP;Métropole;26/05/1999
17272;172720000;172729999;MCI;Métropole;01/01/2018
17273;172730000;172739999;COMP;Métropole;26/05/1999
17274;172740000;172749999;COMP;Métropole;30/11/1999
17275;172750000;172759999;COMP;Métropole;30/11/1999
17276;172760000;172769999;COMP;Métropole;30/11/1999
17277;172770000;172779999;COMP;Métropole;03/05/2000
17278;172780000;172789999;SFR0;Métropole;08/12/2011
17279;172790000;172799999;SFR0;Métropole;08/12/2011
17280;172800000;172809999;MCI;Métropole;01/01/2018
17281;172810000;172819999;COMP;Métropole;10/06/2003
17282;172820000;172829999;COMP;Métropole;10/06/2003
17283;172830000;172839999;SFR0;Métropole;08/12/2011
17284;172840000;172849999;SFR0;Métropole;08/12/2011
17285;172850000;172859999;SFR0;Métropole;08/12/2011
17286;172860000;172869999;SFR0;Métropole;08/12/2011
17287;172870000;172879999;SFR0;Métropole;08/12/2011
17288;172880000;172889999;SFR0;Métropole;08/12/2011
172890;172890000;172890999;COMP;Métropole;02/04/2002
172891;172891000;172891999;COMP;Métropole;02/04/2002
172896;172896000;172896999;COMP;Métropole;02/04/2002
172897;172897000;172897999;COMP;Métropole;02/04/2002
17290;172900000;172909999;FREE;Métropole;08/01/2009
17291;172910000;172919999;FREE;Métropole;08/01/2009
17292;172920000;172929999;COMP;Métropole;26/05/1999
17293;172930000;172939999;COMP;Métropole;30/11/1999
17294;172940000;172949999;COMP;Métropole;30/11/1999
17295;172950000;172959999;SFR0;Métropole;08/12/2011
17296;172960000;172969999;PAOP;Métropole;14/04/2011
17297;172970000;172979999;PAOP;Métropole;14/04/2011
172980;172980000;172980999;COMP;Métropole;28/09/2004
172981;172981000;172981999;COMP;Métropole;28/09/2004
172982;172982000;172982999;COMP;Métropole;28/09/2004
172983;172983000;172983999;COMP;Métropole;28/09/2004
172984;172984000;172984999;COMP;Métropole;28/09/2004
172985;172985000;172985999;COMP;Métropole;28/09/2004
172989;172989000;172989999;COMP;Métropole;28/09/2004
17299;172990000;172999999;SFR0;Métropole;08/12/2011
1730;173000000;173099999;COLT;Métropole;01/01/2018
1731;173100000;173199999;COLT;Métropole;01/01/2018
1732;173200000;173299999;COLT;Métropole;01/01/2018
17330;173300000;173309999;COLT;Métropole;01/01/2018
17331;173310000;173319999;COLT;Métropole;01/01/2018
17332;173320000;173329999;COLT;Métropole;01/01/2018
17333;173330000;173339999;BOUY;Métropole;05/11/1999
17334;173340000;173349999;BOUY;Métropole;05/11/1999
17335;173350000;173359999;BOUY;Métropole;05/11/1999
17336;173360000;173369999;BOUY;Métropole;05/11/1999
17337;173370000;173379999;COLT;Métropole;01/01/2018
17338;173380000;173389999;COLT;Métropole;01/01/2018
17339;173390000;173399999;COLT;Métropole;01/01/2018
17340;173400000;173409999;COLT;Métropole;01/01/2018
17341;173410000;173419999;COLT;Métropole;01/01/2018
17342;173420000;173429999;COLT;Métropole;01/01/2018
17343;173430000;173439999;COLT;Métropole;01/01/2018
17344;173440000;173449999;COLT;Métropole;01/01/2018
17345;173450000;173459999;COLT;Métropole;01/01/2018
17346;173460000;173469999;COLT;Métropole;01/01/2018
17347;173470000;173479999;UPCF;Métropole;01/05/2014
17348;173480000;173489999;UPCF;Métropole;01/05/2014
17349;173490000;173499999;UPCF;Métropole;01/05/2014
17350;173500000;173509999;FREE;Métropole;16/02/2000
17351;173510000;173519999;UPCF;Métropole;01/05/2014
17352;173520000;173529999;UPCF;Métropole;01/05/2014
17353;173530000;173539999;UPCF;Métropole;01/05/2014
17354;173540000;173549999;PAOP;Métropole;14/04/2011
17355;173550000;173559999;UPCF;Métropole;01/05/2014
17356;173560000;173569999;UPCF;Métropole;01/05/2014
17357;173570000;173579999;UPCF;Métropole;01/05/2014
17358;173580000;173589999;UPCF;Métropole;01/05/2014
17359;173590000;173599999;UPCF;Métropole;01/05/2014
17360;173600000;173609999;SFR0;Métropole;08/12/2011
17361;173610000;173619999;MCI;Métropole;01/01/2018
17362;173620000;173629999;MCI;Métropole;01/01/2018
17363;173630000;173639999;UPCF;Métropole;01/05/2014
17364;173640000;173649999;UPCF;Métropole;01/05/2014
17365;173650000;173659999;UPCF;Métropole;01/05/2014
17366;173660000;173669999;PAOP;Métropole;14/04/2011
17367;173670000;173679999;BOUY;Métropole;20/09/2000
17368;173680000;173689999;BOUY;Métropole;20/09/2000
17369;173690000;173699999;BOUY;Métropole;20/09/2000
1737;173700000;173799999;SFR0;Métropole;08/12/2011
1738;173800000;173899999;BOUY;Métropole;20/09/2000
17390;173900000;173909999;BOUY;Métropole;20/09/2000
17391;173910000;173919999;BOUY;Métropole;20/09/2000
17392;173920000;173929999;FREE;Métropole;16/02/2000
17393;173930000;173939999;BOUY;Métropole;20/09/2000
17394;173940000;173949999;BOUY;Métropole;20/09/2000
17395;173950000;173959999;BOUY;Métropole;20/09/2000
17396;173960000;173969999;BOUY;Métropole;20/09/2000
17397;173970000;173979999;BOUY;Métropole;20/09/2000
17398;173980000;173989999;BOUY;Métropole;20/09/2000
17399;173990000;173999999;BOUY;Métropole;20/09/2000
17400;174000000;174009999;PAOP;Métropole;14/04/2011
17401;174010000;174019999;COMP;Métropole;20/12/2011
17402;174020000;174029999;COMP;Métropole;20/12/2011
17403;174030000;174039999;COMP;Métropole;20/12/2011
17404;174040000;174049999;COMP;Métropole;20/12/2011
17405;174050000;174059999;COMP;Métropole;20/12/2011
17406;174060000;174069999;COMP;Métropole;20/12/2011
17407;174070000;174079999;COMP;Métropole;20/12/2011
17408;174080000;174089999;COMP;Métropole;20/12/2011
17409;174090000;174099999;UPCF;Métropole;01/05/2014
17410;174100000;174109999;UPCF;Métropole;01/05/2014
17411;174110000;174119999;UPCF;Métropole;01/05/2014
17412;174120000;174129999;UPCF;Métropole;01/05/2014
17413;174130000;174139999;UPCF;Métropole;01/05/2014
17414;174140000;174149999;FREE;Métropole;08/01/2009
17415;174150000;174159999;FREE;Métropole;08/01/2009
17416;174160000;174169999;FREE;Métropole;08/01/2009
17417;174170000;174179999;UPCF;Métropole;01/05/2014
17418;174180000;174189999;COLT;Métropole;01/01/2018
17419;174190000;174199999;FREE;Métropole;08/01/2009
17420;174200000;174209999;MCI;Métropole;01/01/2018
17421;174210000;174219999;FREE;Métropole;08/01/2009
17422;174220000;174229999;HUBT;Métropole;02/05/2024
17423;174230000;174239999;FREE;Métropole;08/01/2009
17424;174240000;174249999;FREE;Métropole;08/01/2009
17425;174250000;174259999;HUBT;Métropole;11/03/2003
17426;174260000;174269999;FREE;Métropole;08/01/2009
17427;174270000;174279999;FREE;Métropole;08/01/2009
17428;174280000;174289999;FREE;Métropole;08/01/2009
17429;174290000;174299999;HUBT;Métropole;11/03/2003
17430;174300000;174309999;UPCF;Métropole;01/05/2014
17431;174310000;174319999;COLT;Métropole;01/01/2018
17432;174320000;174329999;FREE;Métropole;08/01/2009
17433;174330000;174339999;FREE;Métropole;08/01/2009
17434;174340000;174349999;SFR0;Métropole;08/12/2011
17435;174350000;174359999;FREE;Métropole;08/01/2009
17436;174360000;174369999;FREE;Métropole;08/01/2009
17437;174370000;174379999;HUBT;Métropole;20/09/2023
17438;174380000;174389999;FREE;Métropole;08/01/2009
17439;174390000;174399999;FREE;Métropole;08/01/2009
1744;174400000;174499999;BOUY;Métropole;20/09/2000
17450;174500000;174509999;UPCF;Métropole;01/05/2014
17451;174510000;174519999;UPCF;Métropole;01/05/2014
17452;174520000;174529999;UPCF;Métropole;01/05/2014
17453;174530000;174539999;UPCF;Métropole;01/05/2014
17454;174540000;174549999;SFR0;Métropole;08/12/2011
17455;174550000;174559999;UPCF;Métropole;01/05/2014
17456;174560000;174569999;SFR0;Métropole;08/12/2011
17457;174570000;174579999;SFR0;Métropole;08/12/2011
